1760964083438 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962552 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962552 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962552 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962560 | EMP-1 | Fernanda Montenegro | semanal 5 | HourlyEmployee
1760981962565 | EMP-2 | Paloma Duarte | semanal 5 | HourlyEmployee
1760981962574 | EMP-3 | Lavinia Vlasak | semanal 5 | HourlyEmployee
1760981962577 | EMP-4 | Claudia Abreu | semanal 5 | HourlyEmployee
1760981962583 | EMP-5 | Claudia Raia | semanal 5 | HourlyEmployee
1760981962589 | EMP-6 | Natalia do Valle | mensal $ | SalariedEmployee
1760981962591 | EMP-7 | Regina Duarte | mensal $ | SalariedEmployee
1760981962595 | EMP-8 | Flavia Alessandra | mensal $ | SalariedEmployee
1760981962602 | EMP-9 | Deborah Secco | semanal 2 5 | CommissionedEmployee
1760981962604 | EMP-10 | Ana Paula Arosio | semanal 2 5 | CommissionedEmployee
1760981962608 | EMP-11 | Suzana Vieira | semanal 2 5 | CommissionedEmployee
1760981962611 | EMP-12 | Maite Proenca | semanal 2 5 | CommissionedEmployee
1760981962903 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962909 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962910 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962929 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981962930 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981962930 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981962938 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981962942 | EMP-2 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760981962949 | EMP-3 | Joaozinho da Silva | semanal 5 | HourlyEmployee
1760981963000 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963001 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963001 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963040 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963040 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963040 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963215 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963222 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963222 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963242 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963243 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963243 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963250 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981963254 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1760981963258 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760981963264 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963264 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963265 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963267 | EMP-4 | Alfa Um Horista | semanal 5 | HourlyEmployee
1760981963293 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963293 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963294 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963296 | EMP-5 | Alfa Um Horista | semanal 5 | HourlyEmployee
1760981963306 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963307 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963307 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963309 | EMP-6 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1760981963318 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963318 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963319 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963321 | EMP-7 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1760981963327 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963328 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963328 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963330 | EMP-8 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1760981963336 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963337 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963337 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963339 | EMP-9 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1760981963347 | EMP-10 | Joao da Silva | semanal 5 | HourlyEmployee
1760981963350 | EMP-11 | Mariazinha | mensal $ | SalariedEmployee
1760981963352 | EMP-12 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760981963353 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963354 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963354 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963499 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963507 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963508 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963527 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963528 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963528 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963541 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760981963545 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760981963545 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760981963549 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963549 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963550 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963552 | EMP-4 | Joao da Silva | mensal $ | SalariedEmployee
1760981963554 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760981963579 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963579 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963579 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963582 | EMP-6 | Joao da Silva | mensal $ | SalariedEmployee
1760981963584 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760981963593 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963593 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963594 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963595 | EMP-8 | Joao da Silva | mensal $ | SalariedEmployee
1760981963597 | __SCHEDULE__::semanal 3 3 | SCHEDULE | semanal 3 3 | SalariedEmployee
1760981963608 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963608 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963609 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963611 | EMP-10 | Joao da Silva | mensal $ | SalariedEmployee
1760981963612 | __SCHEDULE__::semanal 52 1 | SCHEDULE | semanal 52 1 | SalariedEmployee
1760981963622 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963622 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963623 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760981963625 | EMP-12 | Joao da Silva | semanal 5 | HourlyEmployee
1760981963627 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760981963627 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
1760981963628 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760981963628 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760981963629 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335375 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335385 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335385 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335411 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335411 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335412 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335430 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982335438 | EMP-2 | Joao da Silva | semanal 5 | HourlyEmployee
1760982335443 | EMP-3 | Joao da Silva | semanal 5 | HourlyEmployee
1760982335446 | EMP-4 | Mariazinha | mensal $ | SalariedEmployee
1760982335452 | EMP-5 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760982335459 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335460 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335460 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335641 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335650 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335650 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335675 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335676 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335676 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335687 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982335693 | EMP-2 | Maria | semanal 5 | HourlyEmployee
1760982335707 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335708 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335708 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335858 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335870 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335871 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335899 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335899 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335900 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982335910 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982335913 | EMP-2 | Mariazinha | semanal 5 | HourlyEmployee
1760982335917 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760982335920 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1760982335953 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982335954 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982335954 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336145 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336155 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336155 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336177 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336178 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336179 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336188 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1760982336191 | EMP-2 | Mariazinha | semanal 2 5 | CommissionedEmployee
1760982336194 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1760982336197 | EMP-4 | Gorete | mensal $ | SalariedEmployee
1760982336217 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336218 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336218 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336355 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336363 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336364 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336385 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336386 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336386 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336394 | EMP-1 | Joao da Silva | semanal 2 5 | CommissionedEmployee
1760982336400 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1760982336404 | EMP-3 | Gaiato Vendedor | semanal 5 | HourlyEmployee
1760982336407 | EMP-4 | Gorete | semanal 5 | HourlyEmployee
1760982336428 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336428 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336429 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336573 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336580 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336581 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336602 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336602 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336603 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336610 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982336620 | EMP-1 | Joaozinho da Silva | semanal 5 | SalariedEmployee
1760982336627 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1760982336628 | EMP-1 | Joaozinho da Silva | semanal 5 | CommissionedEmployee
1760982336631 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982336636 | EMP-1 | Joao da Silva | semanal 5 | CommissionedEmployee
1760982336639 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336639 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336639 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336804 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336811 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336812 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336833 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982336833 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982336834 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982336841 | EMP-1 | Fernanda Montenegro | semanal 5 | HourlyEmployee
1760982336846 | EMP-2 | Paloma Duarte | semanal 5 | HourlyEmployee
1760982336856 | EMP-3 | Lavinia Vlasak | semanal 5 | HourlyEmployee
1760982336859 | EMP-4 | Claudia Abreu | semanal 5 | HourlyEmployee
1760982336865 | EMP-5 | Claudia Raia | semanal 5 | HourlyEmployee
1760982336873 | EMP-6 | Natalia do Valle | mensal $ | SalariedEmployee
1760982336877 | EMP-7 | Regina Duarte | mensal $ | SalariedEmployee
1760982336880 | EMP-8 | Flavia Alessandra | mensal $ | SalariedEmployee
1760982336887 | EMP-9 | Deborah Secco | semanal 2 5 | CommissionedEmployee
1760982336890 | EMP-10 | Ana Paula Arosio | semanal 2 5 | CommissionedEmployee
1760982336894 | EMP-11 | Suzana Vieira | semanal 2 5 | CommissionedEmployee
1760982336898 | EMP-12 | Maite Proenca | semanal 2 5 | CommissionedEmployee
1760982337231 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337240 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337241 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337260 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337261 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337261 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337269 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982337273 | EMP-2 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760982337278 | EMP-3 | Joaozinho da Silva | semanal 5 | HourlyEmployee
1760982337333 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337333 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337334 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337382 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337382 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337382 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337551 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337559 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337559 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337591 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337591 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337592 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337600 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982337605 | EMP-2 | Mariazinha | mensal $ | SalariedEmployee
1760982337609 | EMP-3 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760982337616 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337617 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337617 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337620 | EMP-4 | Alfa Um Horista | semanal 5 | HourlyEmployee
1760982337670 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337670 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337672 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337674 | EMP-5 | Alfa Um Horista | semanal 5 | HourlyEmployee
1760982337687 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337687 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337687 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337689 | EMP-6 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1760982337697 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337697 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337698 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337700 | EMP-7 | Beta Dois Assalariado | mensal $ | SalariedEmployee
1760982337708 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337709 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337709 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337711 | EMP-8 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1760982337771 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982337771 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982337786 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982337788 | EMP-9 | Gama Tres Comissionado | semanal 2 5 | CommissionedEmployee
1760982338119 | EMP-10 | Joao da Silva | semanal 5 | HourlyEmployee
1760982338122 | EMP-11 | Mariazinha | mensal $ | SalariedEmployee
1760982338125 | EMP-12 | Gaiato Vendedor | semanal 2 5 | CommissionedEmployee
1760982338127 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982338128 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982338128 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982338264 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982338271 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982338272 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982338652 | __SCHEDULE__::mensal $ | SCHEDULE | mensal $ | SalariedEmployee
1760982338652 | __SCHEDULE__::semanal 5 | SCHEDULE | semanal 5 | SalariedEmployee
1760982338654 | __SCHEDULE__::semanal 2 5 | SCHEDULE | semanal 2 5 | SalariedEmployee
1760982338667 | EMP-1 | Joao da Silva | semanal 5 | HourlyEmployee
1760982338673 | __SCHEDULE__::mensal 1 | SCHEDULE | mensal 1 | SalariedEmployee
1760982338675 | __SCHEDULE__::semanal 2 | SCHEDULE | semanal 2 | SalariedEmployee
